GeneSymbol_input,STRING_id,GeneSymbol_STRING
Dctd,10116.ENSRNOP00000017670,Dctd
Nkapd1,10116.ENSRNOP00000075453,Nkapd1
Trem1,10116.ENSRNOP00000040482,Trem1
Sox11,10116.ENSRNOP00000040127,Sox11
Mrgbp,10116.ENSRNOP00000066113,Mrgbp
Hdgf,10116.ENSRNOP00000017234,Hdgf
Zfp575,10116.ENSRNOP00000038479,Zfp575
Tpx2,10116.ENSRNOP00000010851,Tpx2
Fntb,10116.ENSRNOP00000010588,Fntb
Zc3hc1,10116.ENSRNOP00000013606,Zc3hc1
Ppp3ca,10116.ENSRNOP00000049674,Ppp3ca
Tpgs2,10116.ENSRNOP00000070604,Tpgs2
Ebpl,10116.ENSRNOP00000020036,Ebpl
Atf3,10116.ENSRNOP00000071188,Atf3
Maz,10116.ENSRNOP00000075418,Maz
Nrxn2,10116.ENSRNOP00000029449,Nrxn2
Rpl35a,10116.ENSRNOP00000039099,Rpl35a
Hcfc1,10116.ENSRNOP00000073793,Hcfc1
Dctpp1,10116.ENSRNOP00000024074,Dctpp1
Kpna2,10116.ENSRNOP00000020795,Kpna2
Racgap1,10116.ENSRNOP00000067834,Racgap1
Wwc3,10116.ENSRNOP00000065846,Wwc3
Cask,10116.ENSRNOP00000072295,Cask
Prpf38b,10116.ENSRNOP00000027738,Prpf38b
Dck,10116.ENSRNOP00000004440,Dck
Senp1,10116.ENSRNOP00000031127,Senp1
Bud31,10116.ENSRNOP00000001307,Bud31
Pck2,10116.ENSRNOP00000025260,Pck2
Calr,10116.ENSRNOP00000004091,Calr
Ipo9,10116.ENSRNOP00000011105,Ipo9
Bloc1s4,10116.ENSRNOP00000072054,Bloc1s4
Etfbkmt,10116.ENSRNOP00000052309,Etfbkmt
Siglec8,10116.ENSRNOP00000040647,Siglec8
Tert,10116.ENSRNOP00000022683,Tert
Piezo1,10116.ENSRNOP00000069995,Piezo1
Maco1,10116.ENSRNOP00000069310,Maco1
Cd2ap,10116.ENSRNOP00000016291,Cd2ap
Nme6,10116.ENSRNOP00000028125,Nme6
Hnrnpl,10116.ENSRNOP00000027425,Hnrnpl
Plk1,10116.ENSRNOP00000025629,Plk1
Irf9,10116.ENSRNOP00000026364,Irf9
Rabggtb,10116.ENSRNOP00000061541,Rabggtb
Suv39h1,10116.ENSRNOP00000008399,Suv39h1
Usp43,10116.ENSRNOP00000062751,Usp43
Limd1,10116.ENSRNOP00000006554,Limd1
Ccdc9b,10116.ENSRNOP00000046560,Ccdc9b
Rbm22,10116.ENSRNOP00000026087,Rbm22
Ptgr1,10116.ENSRNOP00000020335,Ptgr1
Rfc2,10116.ENSRNOP00000001989,Rfc2
Zc3h12a,10116.ENSRNOP00000012314,Zc3h12a
Hoxa1,10116.ENSRNOP00000007807,Hoxa1
Cdc42se1,10116.ENSRNOP00000072987,Cdc42se1
Prl3d4,10116.ENSRNOP00000068935,Prl3d4
Adora2b,10116.ENSRNOP00000003966,Adora2b
Cdk1,10116.ENSRNOP00000070138,Cdk1
Hoxc8,10116.ENSRNOP00000035473,Hoxc8
Spryd7,10116.ENSRNOP00000020419,Spryd7
Creld2,10116.ENSRNOP00000006357,Creld2
Dcun1d5,10116.ENSRNOP00000058633,Dcun1d5
Prss36,10116.ENSRNOP00000026587,Prss36
Jade3,10116.ENSRNOP00000057855,Jade3
Il6,10116.ENSRNOP00000013732,Il6
Tmbim1,10116.ENSRNOP00000019848,Tmbim1
Wdr83os,10116.ENSRNOP00000063158,Wdr83os
Fancd2,10116.ENSRNOP00000073556,Fancd2
Adsl,10116.ENSRNOP00000025193,Adsl
Milr1,10116.ENSRNOP00000072914,Milr1
Zfp597,10116.ENSRNOP00000048154,Zfp597
Pdcl3,10116.ENSRNOP00000017882,Pdcl3
Rps3a,10116.ENSRNOP00000016329,Rps3a
Prkaa1,10116.ENSRNOP00000017626,Prkaa1
Draxin,10116.ENSRNOP00000012079,Draxin
Atp13a1,10116.ENSRNOP00000015247,Atp13a1
Tspyl2,10116.ENSRNOP00000075439,Tspyl2
Tsen15,10116.ENSRNOP00000071997,Tsen15
Elfn2,10116.ENSRNOP00000010609,Elfn2
Prr11,10116.ENSRNOP00000029761,Prr11
Fsip1,10116.ENSRNOP00000007808,Fsip1
Rsl1d1,10116.ENSRNOP00000042092,Rsl1d1
Rack1,10116.ENSRNOP00000074147,Rack1
Mall,10116.ENSRNOP00000021082,Mall
Pcyox1l,10116.ENSRNOP00000026584,Pcyox1l
Rasgrp4,10116.ENSRNOP00000046440,Rasgrp4
Myof,10116.ENSRNOP00000073727,Myof
Gpd2,10116.ENSRNOP00000043749,Gpd2
Tomm6,10116.ENSRNOP00000065096,Tomm6
Usp5,10116.ENSRNOP00000020785,Usp5
Rpp40,10116.ENSRNOP00000062962,Rpp40
Hip1r,10116.ENSRNOP00000029635,Hip1r
Taok1,10116.ENSRNOP00000021368,Taok1
Cldn17,10116.ENSRNOP00000038862,Cldn17
Rbl1,10116.ENSRNOP00000063017,Rbl1
Scap,10116.ENSRNOP00000028295,Scap
Stat6,10116.ENSRNOP00000072301,Stat6
Rrp7a,10116.ENSRNOP00000033462,Rrp7a
Actl6a,10116.ENSRNOP00000015460,Actl6a
Ormdl3,10116.ENSRNOP00000046432,Ormdl3
B2m,10116.ENSRNOP00000023017,B2m
Actc1,10116.ENSRNOP00000011773,Actc1
Sf3a3,10116.ENSRNOP00000010373,Sf3a3
Mastl,10116.ENSRNOP00000074792,Mastl
Ruvbl2,10116.ENSRNOP00000028217,Ruvbl2
Sec11c,10116.ENSRNOP00000022958,Sec11c
Parp12,10116.ENSRNOP00000011481,Parp12
Adam8,10116.ENSRNOP00000024369,Adam8
Prg3,10116.ENSRNOP00000054424,Prg3
Map9,10116.ENSRNOP00000017448,Map9
Kcnmb3,10116.ENSRNOP00000055650,Kcnmb3
Cip2a,10116.ENSRNOP00000031394,Cip2a
Psmb6,10116.ENSRNOP00000026507,Psmb6
Sh2d3c,10116.ENSRNOP00000070659,Sh2d3c
Psmd9,10116.ENSRNOP00000054528,Psmd9
Wnt8a,10116.ENSRNOP00000059050,Wnt8a
Eif2b2,10116.ENSRNOP00000008730,Eif2b2
Eif4g1,10116.ENSRNOP00000049629,Eif4g1
Bcap29,10116.ENSRNOP00000010631,Bcap29
Ccdc88b,10116.ENSRNOP00000061991,Ccdc88b
Arg1,10116.ENSRNOP00000017911,Arg1
Dok1,10116.ENSRNOP00000010020,Dok1
Flot2,10116.ENSRNOP00000014104,Flot2
Atf1,10116.ENSRNOP00000073249,Atf1
Ehd2,10116.ENSRNOP00000017353,Ehd2
Thyn1,10116.ENSRNOP00000073866,Thyn1
Tapbp,10116.ENSRNOP00000045630,Tapbp
Msh3,10116.ENSRNOP00000018449,Msh3
Mis18bp1,10116.ENSRNOP00000034593,Mis18bp1
Actb,10116.ENSRNOP00000072672,Actb
Mrpl17,10116.ENSRNOP00000045007,Mrpl17
C1qb,10116.ENSRNOP00000017060,C1qb
Tnfaip1,10116.ENSRNOP00000012245,Tnfaip1
Cxcl14,10116.ENSRNOP00000016009,Cxcl14
Fam3c,10116.ENSRNOP00000075071,Fam3c
Krt16,10116.ENSRNOP00000019477,Krt16
Srsf10,10116.ENSRNOP00000062605,Srsf10
Prmt5,10116.ENSRNOP00000016302,Prmt5
Gast,10116.ENSRNOP00000019863,Gast
Atl3,10116.ENSRNOP00000028787,Atl3
Psrc1,10116.ENSRNOP00000052733,Psrc1
Erp27,10116.ENSRNOP00000052551,Erp27
Btnl5,10116.ENSRNOP00000057138,Btnl5
Arl5b,10116.ENSRNOP00000041196,Arl5b
Psapl1,10116.ENSRNOP00000064044,Psapl1
Plagl1,10116.ENSRNOP00000030918,Plagl1
Arpc5l,10116.ENSRNOP00000019405,Arpc5l
Lsp1,10116.ENSRNOP00000051747,Lsp1
Plek2,10116.ENSRNOP00000014125,Plek2
Bub1b,10116.ENSRNOP00000010406,Bub1b
Lctl,10116.ENSRNOP00000068624,Lctl
Gipc1,10116.ENSRNOP00000005374,Gipc1
Rnf10,10116.ENSRNOP00000063855,Rnf10
Endod1,10116.ENSRNOP00000037703,Endod1
Fbxl2,10116.ENSRNOP00000033447,Fbxl2
Nup210,10116.ENSRNOP00000008888,Nup210
Atp8a1,10116.ENSRNOP00000039929,Atp8a1
Smc2,10116.ENSRNOP00000061673,Smc2
Mfsd2b,10116.ENSRNOP00000038937,Mfsd2b
Cops4,10116.ENSRNOP00000003046,Cops4
Has2,10116.ENSRNOP00000006517,Has2
Vrk2,10116.ENSRNOP00000069563,Vrk2
Mmp17,10116.ENSRNOP00000037549,Mmp17
Pygo2,10116.ENSRNOP00000028052,Pygo2
Dab2ip,10116.ENSRNOP00000068688,Dab2ip
Kat5,10116.ENSRNOP00000075290,Kat5
Kif18a,10116.ENSRNOP00000006689,Kif18a
Irak4,10116.ENSRNOP00000007932,Irak4
Krt23,10116.ENSRNOP00000016657,Krt23
Prc1,10116.ENSRNOP00000017532,Prc1
Gcn1,10116.ENSRNOP00000001517,Gcn1
Dynll1,10116.ENSRNOP00000061342,Dynll1
Dusp8,10116.ENSRNOP00000046497,Dusp8
Hnrnpd,10116.ENSRNOP00000046491,Hnrnpd
Nradd,10116.ENSRNOP00000028416,Nradd
Mllt1,10116.ENSRNOP00000064141,Mllt1
Bst2,10116.ENSRNOP00000068951,Bst2
Tmem167a,10116.ENSRNOP00000022376,Tmem167a
Rit1,10116.ENSRNOP00000027455,Rit1
Vac14,10116.ENSRNOP00000023383,Vac14
Mrm3,10116.ENSRNOP00000053117,Mrm3
Primpol,10116.ENSRNOP00000030019,Primpol
Kif21b,10116.ENSRNOP00000011324,Kif21b
Pin1,10116.ENSRNOP00000027819,Pin1
Pus3,10116.ENSRNOP00000017648,Pus3
Txn1,10116.ENSRNOP00000016447,Txn1
Piezo2,10116.ENSRNOP00000063723,Piezo2
Klf3,10116.ENSRNOP00000002960,Klf3
Sphk1,10116.ENSRNOP00000072525,Sphk1
Zfp622,10116.ENSRNOP00000068737,Zfp622
Arhgef39,10116.ENSRNOP00000038636,Arhgef39
Atxn7,10116.ENSRNOP00000010103,Atxn7
Tiam1,10116.ENSRNOP00000044001,Tiam1
Pacs1,10116.ENSRNOP00000027632,Pacs1
Dimt1,10116.ENSRNOP00000018527,Dimt1
Coro1a,10116.ENSRNOP00000026496,Coro1a
Kng1,10116.ENSRNOP00000069578,Kng1
Ephb3,10116.ENSRNOP00000039489,Ephb3
Edem3,10116.ENSRNOP00000017858,Edem3
Tma7,10116.ENSRNOP00000065251,Tma7
Flii,10116.ENSRNOP00000006753,Flii
Trim58,10116.ENSRNOP00000049077,Trim58
Cenpm,10116.ENSRNOP00000033005,Cenpm
Tead2,10116.ENSRNOP00000028086,Tead2
Bdp1,10116.ENSRNOP00000024023,Bdp1
Ppp4r3a,10116.ENSRNOP00000038439,Ppp4r3a
Iqgap3,10116.ENSRNOP00000029108,Iqgap3
Nsmf,10116.ENSRNOP00000045393,Nsmf
H2az1,10116.ENSRNOP00000013919,H2az1
Pawr,10116.ENSRNOP00000008222,Pawr
Arl6ip4,10116.ENSRNOP00000001432,Arl6ip4
Dram1,10116.ENSRNOP00000056244,Dram1
Rrp36,10116.ENSRNOP00000024010,Rrp36
Cd274,10116.ENSRNOP00000029992,Cd274
Dbh,10116.ENSRNOP00000057915,Dbh
Pold3,10116.ENSRNOP00000024875,Pold3
Fanca,10116.ENSRNOP00000022659,Fanca
Dnajc9,10116.ENSRNOP00000009009,Dnajc9
Sp1,10116.ENSRNOP00000019403,Sp1
Ccnj,10116.ENSRNOP00000019521,Ccnj
Ramp2,10116.ENSRNOP00000043210,Ramp2
Gdf7,10116.ENSRNOP00000007928,Gdf7
Cmss1,10116.ENSRNOP00000031451,Cmss1
Rpl28,10116.ENSRNOP00000055726,Rpl28
Plcb3,10116.ENSRNOP00000028720,Plcb3
Wnt3a,10116.ENSRNOP00000063833,Wnt3a
Znrd2,10116.ENSRNOP00000017034,Znrd2
Arl4a,10116.ENSRNOP00000005800,Arl4a
Crlf3,10116.ENSRNOP00000067667,Crlf3
Siah1,10116.ENSRNOP00000020329,Siah1
Prtfdc1,10116.ENSRNOP00000037534,Prtfdc1
Gpsm1,10116.ENSRNOP00000062075,Gpsm1
Stard3,10116.ENSRNOP00000059898,Stard3
Ndc1,10116.ENSRNOP00000014275,Ndc1
Ppm1a,10116.ENSRNOP00000008238,Ppm1a
Elob,10116.ENSRNOP00000072621,Elob
Clec2dl1,10116.ENSRNOP00000069949,Clec2dl1
RT1-T24-1,10116.ENSRNOP00000050015,RT1-T24-1
Carhsp1,10116.ENSRNOP00000003514,Carhsp1
Matn4,10116.ENSRNOP00000018844,Matn4
Srsf11,10116.ENSRNOP00000043202,Srsf11
Wasf2,10116.ENSRNOP00000073555,Wasf2
Isg15,10116.ENSRNOP00000035405,Isg15
Chchd5,10116.ENSRNOP00000024942,Chchd5
Eftud2,10116.ENSRNOP00000052049,Eftud2
Galk1,10116.ENSRNOP00000008525,Galk1
Jcad,10116.ENSRNOP00000035031,Jcad
Rgs2,10116.ENSRNOP00000005156,Rgs2
Surf6,10116.ENSRNOP00000006699,Surf6
Tmem198,10116.ENSRNOP00000027208,Tmem198
Rbm43,10116.ENSRNOP00000006172,Rbm43
Cdh24,10116.ENSRNOP00000037678,Cdh24
Xk,10116.ENSRNOP00000071189,Xk
Pfkfb3,10116.ENSRNOP00000062965,Pfkfb3
Tenm4,10116.ENSRNOP00000015181,Tenm4
Uhmk1,10116.ENSRNOP00000003950,Uhmk1
Polr3b,10116.ENSRNOP00000009746,Polr3b
Pfdn5,10116.ENSRNOP00000017794,Pfdn5
Npc1l1,10116.ENSRNOP00000065524,Npc1l1
Srsf6,10116.ENSRNOP00000008427,Srsf6
Ubald1,10116.ENSRNOP00000067419,Ubald1
Dpysl3,10116.ENSRNOP00000025880,Dpysl3
Rras,10116.ENSRNOP00000027809,Rras
Fen1,10116.ENSRNOP00000027842,Fen1
Fbxo28,10116.ENSRNOP00000000074,Fbxo28
Mmp8,10116.ENSRNOP00000013936,Mmp8
Gja4,10116.ENSRNOP00000019246,Gja4
Got2,10116.ENSRNOP00000015956,Got2
Pgm2l1,10116.ENSRNOP00000022963,Pgm2l1
Pdk4,10116.ENSRNOP00000012759,Pdk4
Fbn1,10116.ENSRNOP00000052876,Fbn1
Pkm,10116.ENSRNOP00000015331,Pkm
Cstf3,10116.ENSRNOP00000016318,Cstf3
Kbtbd2,10116.ENSRNOP00000018442,Kbtbd2
Nsun6,10116.ENSRNOP00000025046,Nsun6
Taf6l,10116.ENSRNOP00000026284,Taf6l
Slc35g1,10116.ENSRNOP00000039567,Slc35g1
Acaca,10116.ENSRNOP00000073421,Acaca
Pde12,10116.ENSRNOP00000074876,Pde12
Ube2z,10116.ENSRNOP00000052365,Ube2z
